Código INE;Municipio;Provincia;Comunidad/ciudad autónoma
40130;Montejo de la Vega de la Serrezuela;Segovia;Castilla y León
42120;Montejo de Tiermes;Soria;Castilla y León
25139;Montellà i Martinet;Lleida;Cataluña/Catalunya
41064;Montellano;Sevilla;Andalucía
14041;Montemayor;Córdoba;Andalucía
47093;Montemayor de Pililla;Valladolid;Castilla y León
37201;Montemayor del Río;Salamanca;Castilla y León
06086;Montemolín;Badajoz;Extremadura
42121;Montenegro de Cameros;Soria;Castilla y León
50173;Monterde;Zaragoza;Aragón
44157;Monterde de Albarracín;Teruel;Aragón
32050;Monterrei;Ourense;Galicia
27032;Monterroso;Lugo;Galicia
40131;Monterrubio;Segovia;Castilla y León
37202;Monterrubio de Armuña;Salamanca;Castilla y León
09226;Monterrubio de la Demanda;Burgos;Castilla y León
06087;Monterrubio de la Serena;Badajoz;Extremadura
37203;Monterrubio de la Sierra;Salamanca;Castilla y León
46174;Montesa;València/Valencia;Comunitat Valenciana
45105;Montesclaros;Toledo;Castilla-La Mancha
08131;Montesquiu;Barcelona;Cataluña/Catalunya
25140;Montferrer i Castellbò;Lleida;Cataluña/Catalunya
43089;Montferri;Tarragona;Cataluña/Catalunya
25138;Montgai;Lleida;Cataluña/Catalunya
08126;Montgat;Barcelona;Cataluña/Catalunya
13057;Montiel;Ciudad Real;Castilla-La Mancha
06088;Montijo;Badajoz;Extremadura
14042;Montilla;Córdoba;Andalucía
18137;Montillana;Granada;Andalucía
46175;Montitxelvo/Montichelvo;València/Valencia;Comunitat Valenciana
23062;Montizón;Jaén;Andalucía
08132;Montmajor;Barcelona;Cataluña/Catalunya
08133;Montmaneu;Barcelona;Cataluña/Catalunya
08135;Montmeló;Barcelona;Cataluña/Catalunya
25142;Montoliu de Lleida;Lleida;Cataluña/Catalunya
25141;Montoliu de Segarra;Lleida;Cataluña/Catalunya
50174;Montón;Zaragoza;Aragón
09227;Montorio;Burgos;Castilla y León
25143;Montornès de Segarra;Lleida;Cataluña/Catalunya
08136;Montornès del Vallès;Barcelona;Cataluña/Catalunya
14043;Montoro;Córdoba;Andalucía
43091;Mont-ral;Tarragona;Cataluña/Catalunya
17110;Mont-ras;Girona;Cataluña/Catalunya
46176;Montroi/Montroy;València/Valencia;Comunitat Valenciana
43092;Mont-roig del Camp;Tarragona;Cataluña/Catalunya
08137;Montseny;Barcelona;Cataluña/Catalunya
46172;Montserrat;València/Valencia;Comunitat Valenciana
07038;Montuïri;Illes Balears;Illes Balears
14044;Monturque;Córdoba;Andalucía
22158;Monzón;Huesca;Aragón
34108;Monzón de Campos;Palencia;Castilla y León
45106;Mora;Toledo;Castilla-La Mancha
44158;Mora de Rubielos;Teruel;Aragón
43093;Móra d'Ebre;Tarragona;Cataluña/Catalunya
43094;Móra la Nova;Tarragona;Cataluña/Catalunya
09228;Moradillo de Roa;Burgos;Castilla y León
13058;Moral de Calatrava;Ciudad Real;Castilla-La Mancha
40132;Moral de Hornuez;Segovia;Castilla y León
47094;Moral de la Reina;Valladolid;Castilla y León
49124;Moral de Sayago;Zamora;Castilla y León
18138;Moraleda de Zafayona;Granada;Andalucía
10128;Moraleja;Cáceres;Extremadura
28089;Moraleja de Enmedio;Madrid;Comunidad de Madrid
47095;Moraleja de las Panaderas;Valladolid;Castilla y León
05134;Moraleja de Matacabras;Ávila;Castilla y León
49126;Moraleja de Sayago;Zamora;Castilla y León
49125;Moraleja del Vino;Zamora;Castilla y León
47096;Morales de Campos;Valladolid;Castilla y León
49128;Morales de Rey;Zamora;Castilla y León
49129;Morales de Toro;Zamora;Castilla y León
49130;Morales de Valverde;Zamora;Castilla y León
49127;Morales del Vino;Zamora;Castilla y León
49131;Moralina;Zamora;Castilla y León
28090;Moralzarzal;Madrid;Comunidad de Madrid
36032;Moraña;Pontevedra;Galicia
37204;Morasverdes;Salamanca;Castilla y León
50175;Morata de Jalón;Zaragoza;Aragón
50176;Morata de Jiloca;Zaragoza;Aragón
28091;Morata de Tajuña;Madrid;Comunidad de Madrid
30028;Moratalla;Murcia;Región de Murcia
19194;Moratilla de los Meleros;Guadalajara;Castilla-La Mancha
34109;Moratinos;Palencia;Castilla y León
10129;Morcillo;Cáceres;Extremadura
33038;Morcín;Asturias;Principado de Asturias
01039;Moreda de Álava/Moreda Araba;Araba/Álava;País Vasco/Euskadi
18909;Morelábor;Granada;Andalucía
12080;Morella;Castelló/Castellón;Comunitat Valenciana
19195;Morenilla;Guadalajara;Castilla-La Mancha
31174;Morentin;Navarra;Comunidad Foral de Navarra
49132;Moreruela de los Infanzones;Zamora;Castilla y León
49133;Moreruela de Tábara;Zamora;Castilla y León
50177;Morés;Zaragoza;Aragón
48066;Morga;Bizkaia;País Vasco/Euskadi
14045;Moriles;Córdoba;Andalucía
37205;Morille;Salamanca;Castilla y León
37206;Moríñigo;Salamanca;Castilla y León
37207;Moriscos;Salamanca;Castilla y León
42123;Morón de Almazán;Soria;Castilla y León
41065;Morón de la Frontera;Sevilla;Andalucía
37208;Moronta;Salamanca;Castilla y León
50178;Moros;Zaragoza;Aragón
36033;Mos;Pontevedra;Galicia
44159;Moscardón;Teruel;Aragón
44160;Mosqueruela;Teruel;Aragón
28092;Móstoles;Madrid;Comunidad de Madrid
16132;Mota de Altarejos;Cuenca;Castilla-La Mancha
16133;Mota del Cuervo;Cuenca;Castilla-La Mancha
47097;Mota del Marqués;Valladolid;Castilla y León
16134;Motilla del Palancar;Cuenca;Castilla-La Mancha
02052;Motilleja;Albacete;Castilla-La Mancha
18140;Motril;Granada;Andalucía
16135;Moya;Cuenca;Castilla-La Mancha
35013;Moya;Las Palmas;Canarias
50179;Moyuela;Zaragoza;Aragón
37209;Mozárbez;Salamanca;Castilla y León
40134;Mozoncillo;Segovia;Castilla y León
50180;Mozota;Zaragoza;Aragón
47098;Mucientes;Valladolid;Castilla y León
34110;Mudá;Palencia;Castilla y León
19196;Muduex;Guadalajara;Castilla-La Mancha
50181;Muel;Zaragoza;Aragón
49134;Muelas de los Caballeros;Zamora;Castilla y León
49135;Muelas del Pan;Zamora;Castilla y León
31175;Mues;Navarra;Comunidad Foral de Navarra
49136;Muga de Sayago;Zamora;Castilla y León
15051;Mugardos;A Coruña;Galicia
32051;Muíños;Ourense;Galicia
30029;Mula;Murcia;Región de Murcia
48068;Mundaka;Bizkaia;País Vasco/Euskadi
50183;Munébrega;Zaragoza;Aragón
02053;Munera;Albacete;Castilla-La Mancha
48069;Mungia;Bizkaia;País Vasco/Euskadi
44161;Muniesa;Teruel;Aragón
26098;Munilla;La Rioja;La Rioja
48007;Munitibar-Arbatzegi Gerrikaitz;Bizkaia;País Vasco/Euskadi
08129;Muntanyola;Barcelona;Cataluña/Catalunya
05135;Muñana;Ávila;Castilla y León
05136;Muñico;Ávila;Castilla y León
05138;Muñogalindo;Ávila;Castilla y León
05139;Muñogrande;Ávila;Castilla y León
05140;Muñomer del Peco;Ávila;Castilla y León
40135;Muñopedro;Segovia;Castilla y León
05141;Muñopepe;Ávila;Castilla y León
05142;Muñosancho;Ávila;Castilla y León
05143;Muñotello;Ávila;Castilla y León
40136;Muñoveros;Segovia;Castilla y León
08139;Mura;Barcelona;Cataluña/Catalunya
27033;Muras;Lugo;Galicia
31176;Murchante;Navarra;Comunidad Foral de Navarra
30030;Murcia;Murcia;Región de Murcia
50184;Murero;Zaragoza;Aragón
24101;Murias de Paredes;León;Castilla y León
47100;Muriel;Valladolid;Castilla y León
42124;Muriel de la Fuente;Soria;Castilla y León
42125;Muriel Viejo;Soria;Castilla y León
31177;Murieta;Navarra;Comunidad Foral de Navarra
50185;Murillo de Gállego;Zaragoza;Aragón
26099;Murillo de Río Leza;La Rioja;La Rioja
31178;Murillo el Cuende;Navarra;Comunidad Foral de Navarra
31179;Murillo el Fruto;Navarra;Comunidad Foral de Navarra
03091;Murla;Alacant/Alicante;Comunitat Valenciana
07039;Muro;Illes Balears;Illes Balears
26100;Muro de Aguas;La Rioja;La Rioja
03092;Muro de Alcoy;Alacant/Alicante;Comunitat Valenciana
26101;Muro en Cameros;La Rioja;La Rioja
15053;Muros;A Coruña;Galicia
33039;Muros de Nalón;Asturias;Principado de Asturias
18141;Murtas;Granada;Andalucía
48908;Murueta;Bizkaia;País Vasco/Euskadi
31180;Muruzábal;Navarra;Comunidad Foral de Navarra
46177;Museros;València/Valencia;Comunitat Valenciana
48071;Muskiz;Bizkaia;País Vasco/Euskadi
20057;Mutiloa;Gipuzkoa;País Vasco/Euskadi
20056;Mutriku;Gipuzkoa;País Vasco/Euskadi
03090;Mutxamel;Alacant/Alicante;Comunitat Valenciana
15052;Muxía;A Coruña;Galicia
48067;Muxika;Bizkaia;País Vasco/Euskadi
48909;Nabarniz;Bizkaia;País Vasco/Euskadi
04065;Nacimiento;Almería;Andalucía
42127;Nafría de Ucero;Soria;Castilla y León
26102;Nájera;La Rioja;La Rioja
26103;Nalda;La Rioja;La Rioja
25145;Nalec;Lleida;Cataluña/Catalunya
45107;Nambroca;Toledo;Castilla-La Mancha
46178;Nàquera/Náquera;València/Valencia;Comunitat Valenciana
16137;Narboneta;Cuenca;Castilla-La Mancha
15054;Narón;A Coruña;Galicia
05144;Narrillos del Álamo;Ávila;Castilla y León
05145;Narrillos del Rebollar;Ávila;Castilla y León
42128;Narros;Soria;Castilla y León
37211;Narros de Matalayegua;Salamanca;Castilla y León
05149;Narros de Saldueña;Ávila;Castilla y León
05147;Narros del Castillo;Ávila;Castilla y León
05148;Narros del Puerto;Ávila;Castilla y León
25025;Naut Aran;Lleida;Cataluña/Catalunya
33040;Nava;Asturias;Principado de Asturias
05152;Nava de Arévalo;Ávila;Castilla y León
37213;Nava de Béjar;Salamanca;Castilla y León
37214;Nava de Francia;Salamanca;Castilla y León
40138;Nava de la Asunción;Segovia;Castilla y León
09229;Nava de Roa;Burgos;Castilla y León
37215;Nava de Sotrobal;Salamanca;Castilla y León
05153;Nava del Barco;Ávila;Castilla y León
47101;Nava del Rey;Valladolid;Castilla y León
37212;Navacarros;Salamanca;Castilla y León
05151;Navacepedilla de Corneja;Ávila;Castilla y León
28093;Navacerrada;Madrid;Comunidad de Madrid
10130;Navaconcejo;Cáceres;Extremadura
05154;Navadijos;Ávila;Castilla y León
05155;Navaescurial;Ávila;Castilla y León
40139;Navafría;Segovia;Castilla y León
45109;Navahermosa;Toledo;Castilla-La Mancha
05156;Navahondilla;Ávila;Castilla y León
12081;Navajas;Castelló/Castellón;Comunitat Valenciana
26104;Navajún;La Rioja;La Rioja
22160;Naval;Huesca;Aragón
05157;Navalacruz;Ávila;Castilla y León
28094;Navalafuente;Madrid;Comunidad de Madrid
28095;Navalagamella;Madrid;Comunidad de Madrid
45110;Navalcán;Toledo;Castilla-La Mancha
28096;Navalcarnero;Madrid;Comunidad de Madrid
42129;Navaleno;Soria;Castilla y León
37216;Navales;Salamanca;Castilla y León
40140;Navalilla;Segovia;Castilla y León
40141;Navalmanzano;Segovia;Castilla y León
05158;Navalmoral;Ávila;Castilla y León
37217;Navalmoral de Béjar;Salamanca;Castilla y León
10131;Navalmoral de la Mata;Cáceres;Extremadura
45111;Navalmoralejo;Toledo;Castilla-La Mancha
05159;Navalonguilla;Ávila;Castilla y León
05160;Navalosa;Ávila;Castilla y León
05161;Navalperal de Pinares;Ávila;Castilla y León
05162;Navalperal de Tormes;Ávila;Castilla y León
13059;Navalpino;Ciudad Real;Castilla-La Mancha
05163;Navaluenga;Ávila;Castilla y León
10132;Navalvillar de Ibor;Cáceres;Extremadura
06091;Navalvillar de Pela;Badajoz;Extremadura
37218;Navamorales;Salamanca;Castilla y León
45114;Navamorcuende;Toledo;Castilla-La Mancha
05164;Navaquesera;Ávila;Castilla y León
08140;Navarcles;Barcelona;Cataluña/Catalunya
50186;Navardún;Zaragoza;Aragón
40142;Navares de Ayuso;Segovia;Castilla y León
40143;Navares de Enmedio;Segovia;Castilla y León
40144;Navares de las Cuevas;Segovia;Castilla y León
01041;Navaridas;Araba/Álava;País Vasco/Euskadi
05165;Navarredonda de Gredos;Ávila;Castilla y León
37219;Navarredonda de la Rinconada;Salamanca;Castilla y León
28097;Navarredonda y San Mamés;Madrid;Comunidad de Madrid
05166;Navarredondilla;Ávila;Castilla y León
46179;Navarrés;València/Valencia;Comunitat Valenciana
26105;Navarrete;La Rioja;La Rioja
05167;Navarrevisca;Ávila;Castilla y León
08141;Navàs;Barcelona;Cataluña/Catalunya
09230;Navas de Bureba;Burgos;Castilla y León
13060;Navas de Estena;Ciudad Real;Castilla-La Mancha
02054;Navas de Jorquera;Albacete;Castilla-La Mancha
40145;Navas de Oro;Segovia;Castilla y León
40904;Navas de Riofrío;Segovia;Castilla y León
40146;Navas de San Antonio;Segovia;Castilla y León
23063;Navas de San Juan;Jaén;Andalucía
10133;Navas del Madroño;Cáceres;Extremadura
28099;Navas del Rey;Madrid;Comunidad de Madrid
31181;Navascués/Nabaskoze;Navarra;Comunidad Foral de Navarra
37221;Navasfrías;Salamanca;Castilla y León
17111;Navata;Girona;Cataluña/Catalunya
05169;Navatalgordo;Ávila;Castilla y León
05170;Navatejares;Ávila;Castilla y León
25146;Navès;Lleida;Cataluña/Catalunya
10134;Navezuelas;Cáceres;Extremadura
33041;Navia;Asturias;Principado de Asturias
27034;Navia de Suarna;Lugo;Galicia
49137;Navianos de Valverde;Zamora;Castilla y León
31182;Nazar;Navarra;Comunidad Foral de Navarra
09231;Nebreda;Burgos;Castilla y León
15055;Neda;A Coruña;Galicia
19198;Negredo;Guadalajara;Castilla-La Mancha
15056;Negreira;A Coruña;Galicia
37222;Negrilla de Palencia;Salamanca;Castilla y León
27035;Negueira de Muñiz;Lugo;Galicia
09232;Neila;Burgos;Castilla y León
05171;Neila de San Miguel;Ávila;Castilla y León
42130;Nepas;Soria;Castilla y León
29075;Nerja;Málaga;Andalucía
02055;Nerpio;Albacete;Castilla-La Mancha
21052;Nerva;Huelva;Andalucía
26106;Nestares;La Rioja;La Rioja
18903;Nevada;Granada;Andalucía
21053;Niebla;Huelva;Andalucía
40148;Nieva;Segovia;Castilla y León
26107;Nieva de Cameros;La Rioja;La Rioja
36035;Nigrán;Pontevedra;Galicia
18143;Nigüelas;Granada;Andalucía
50187;Nigüella;Zaragoza;Aragón
05172;Niharra;Ávila;Castilla y León
04066;Níjar;Almería;Andalucía
18144;Nívar;Granada;Andalucía
31088;Noáin (Valle de Elorz)/Noain (Elortzibar);Navarra;Comunidad Foral de Navarra
23064;Noalejo;Jaén;Andalucía
45115;Noblejas;Toledo;Castilla-La Mancha
24102;Noceda del Bierzo;León;Castilla y León
45116;Noez;Toledo;Castilla-La Mancha
34112;Nogal de las Huertas;Palencia;Castilla y León
06092;Nogales;Badajoz;Extremadura
32052;Nogueira de Ramuín;Ourense;Galicia
44163;Noguera de Albarracín;Teruel;Aragón
44164;Nogueras;Teruel;Aragón
44165;Nogueruelas;Teruel;Aragón
15057;Noia;A Coruña;Galicia
39047;Noja;Cantabria;Cantabria
42131;Nolay;Soria;Castilla y León
45117;Nombela;Toledo;Castilla-La Mancha
50188;Nombrevilla;Zaragoza;Aragón
50189;Nonaspe;Zaragoza;Aragón
33042;Noreña;Asturias;Principado de Asturias
22162;Novales;Huesca;Aragón
50190;Novallas;Zaragoza;Aragón
03093;Novelda;Alacant/Alicante;Comunitat Valenciana
46180;Novelé/Novetlè;València/Valencia;Comunitat Valenciana
45118;Novés;Toledo;Castilla-La Mancha
42132;Noviercas;Soria;Castilla y León
50191;Novillas;Zaragoza;Aragón
22163;Nueno;Huesca;Aragón
14046;Nueva Carteya;Córdoba;Andalucía
47102;Nueva Villa de las Torres;Valladolid;Castilla y León
50192;Nuévalos;Zaragoza;Aragón
28100;Nuevo Baztán;Madrid;Comunidad de Madrid
50193;Nuez de Ebro;Zaragoza;Aragón
12082;Nules;Castelló/Castellón;Comunitat Valenciana
43098;Nulles;Tarragona;Cataluña/Catalunya
45119;Numancia de la Sagra;Toledo;Castilla-La Mancha
45120;Nuño Gómez;Toledo;Castilla-La Mancha
10135;Nuñomoral;Cáceres;Extremadura
32009;O Barco de Valdeorras;Ourense;Galicia
32015;O Bolo;Ourense;Galicia
32019;O Carballiño;Ourense;Galicia
27014;O Corgo;Lugo;Galicia
36022;O Grove;Pontevedra;Galicia
27024;O Incio;Lugo;Galicia
32035;O Irixo;Ourense;Galicia
27043;O Páramo;Lugo;Galicia
32058;O Pereiro de Aguiar;Ourense;Galicia
15066;O Pino;A Coruña;Galicia
36039;O Porriño;Pontevedra;Galicia
36048;O Rosal;Pontevedra;Galicia
27058;O Saviñao;Lugo;Galicia
27063;O Valadouro;Lugo;Galicia
27064;O Vicedo;Lugo;Galicia
31183;Obanos;Navarra;Comunidad Foral de Navarra
14047;Obejo;Córdoba;Andalucía
44167;Obón;Teruel;Aragón
45121;Ocaña;Toledo;Castilla-La Mancha
19199;Ocentejo;Guadalajara;Castilla-La Mancha
31185;Ochagavía/Otsagabia;Navarra;Comunidad Foral de Navarra
26109;Ochánduri;La Rioja;La Rioja
31184;Oco;Navarra;Comunidad Foral de Navarra
26108;Ocón;La Rioja;La Rioja
25148;Odèn;Lleida;Cataluña/Catalunya
08143;Òdena;Barcelona;Cataluña/Catalunya
31186;Odieta;Navarra;Comunidad Foral de Navarra
44168;Odón;Teruel;Aragón
24103;Oencia;León;Castilla y León
17112;Ogassa;Girona;Cataluña/Catalunya
18145;Ogíjares;Granada;Andalucía
04067;Ohanes;Almería;Andalucía
36036;Oia;Pontevedra;Galicia
20063;Oiartzun;Gipuzkoa;País Vasco/Euskadi
32053;Oímbra;Ourense;Galicia
31187;Oiz;Navarra;Comunidad Foral de Navarra
26110;Ojacastro;La Rioja;La Rioja
29076;Ojén;Málaga;Andalucía
30031;Ojós;Murcia;Región de Murcia
44169;Ojos Negros;Teruel;Aragón
05173;Ojos-Albos;Ávila;Castilla y León
01042;Okondo;Araba/Álava;País Vasco/Euskadi
20058;Olaberria;Gipuzkoa;País Vasco/Euskadi
31188;Olaibar;Navarra;Comunidad Foral de Navarra
31189;Olazti/Olazagutía;Navarra;Comunidad Foral de Navarra
44171;Olba;Teruel;Aragón
34113;Olea de Boedo;Palencia;Castilla y León
15058;Oleiros;A Coruña;Galicia
31190;Olejua;Navarra;Comunidad Foral de Navarra
08145;Olèrdola;Barcelona;Cataluña/Catalunya
08146;Olesa de Bonesvalls;Barcelona;Cataluña/Catalunya
08147;Olesa de Montserrat;Barcelona;Cataluña/Catalunya
25149;Oliana;Lleida;Cataluña/Catalunya
45122;Olías del Rey;Toledo;Castilla-La Mancha
44172;Oliete;Teruel;Aragón
25150;Oliola;Lleida;Cataluña/Catalunya
31191;Olite/Erriberri;Navarra;Comunidad Foral de Navarra
25151;Olius;Lleida;Cataluña/Catalunya
46181;Oliva;València/Valencia;Comunitat Valenciana
06093;Oliva de la Frontera;Badajoz;Extremadura
06094;Oliva de Mérida;Badajoz;Extremadura
10136;Oliva de Plasencia;Cáceres;Extremadura
41067;Olivares;Sevilla;Andalucía
47103;Olivares de Duero;Valladolid;Castilla y León
16139;Olivares de Júcar;Cuenca;Castilla-La Mancha
08148;Olivella;Barcelona;Cataluña/Catalunya
06095;Olivenza;Badajoz;Extremadura
26111;Ollauri;La Rioja;La Rioja
19201;Olmeda de Cobeta;Guadalajara;Castilla-La Mancha
16140;Olmeda de la Cuesta;Cuenca;Castilla-La Mancha
28101;Olmeda de las Fuentes;Madrid;Comunidad de Madrid
16141;Olmeda del Rey;Cuenca;Castilla-La Mancha
16142;Olmedilla de Alarcón;Cuenca;Castilla-La Mancha
16143;Olmedilla de Eliz;Cuenca;Castilla-La Mancha
09235;Olmedillo de Roa;Burgos;Castilla y León
47104;Olmedo;Valladolid;Castilla y León
37223;Olmedo de Camaces;Salamanca;Castilla y León
49138;Olmillos de Castro;Zamora;Castilla y León
09236;Olmillos de Muñó;Burgos;Castilla y León
47105;Olmos de Esgueva;Valladolid;Castilla y León
34114;Olmos de Ojeda;Palencia;Castilla y León
47106;Olmos de Peñafiel;Valladolid;Castilla y León
46182;Olocau;València/Valencia;Comunitat Valenciana
12083;Olocau del Rey;Castelló/Castellón;Comunitat Valenciana
40149;Olombrada;Segovia;Castilla y León
31192;Olóriz/Oloritz;Navarra;Comunidad Foral de Navarra
08149;Olost;Barcelona;Cataluña/Catalunya
17114;Olot;Girona;Cataluña/Catalunya
04068;Olula de Castro;Almería;Andalucía
04069;Olula del Río;Almería;Andalucía
08144;Olvan;Barcelona;Cataluña/Catalunya
42134;Ólvega;Soria;Castilla y León
22164;Olvena;Huesca;Aragón
11024;Olvera;Cádiz;Andalucía
50194;Olvés;Zaragoza;Aragón
42135;Oncala;Soria;Castilla y León
12084;Onda;Castelló/Castellón;Comunitat Valenciana
03095;Ondara;Alacant/Alicante;Comunitat Valenciana
48073;Ondarroa;Bizkaia;País Vasco/Euskadi
03096;Onil;Alacant/Alicante;Comunitat Valenciana
33043;Onís;Asturias;Principado de Asturias
45123;Ontígola;Toledo;Castilla-La Mancha
46184;Ontinyent;València/Valencia;Comunitat Valenciana
22165;Ontiñena;Huesca;Aragón
02056;Ontur;Albacete;Castilla-La Mancha
24105;Onzonilla;León;Castilla y León
09238;Oña;Burgos;Castilla y León
20059;Oñati;Gipuzkoa;País Vasco/Euskadi
09239;Oquillas;Burgos;Castilla y León
03097;Orba;Alacant/Alicante;Comunitat Valenciana
31195;Orbaizeta;Navarra;Comunidad Foral de Navarra
09241;Orbaneja Riopico;Burgos;Castilla y León
31196;Orbara;Navarra;Comunidad Foral de Navarra
05174;Orbita;Ávila;Castilla y León
50195;Orcajo;Zaragoza;Aragón
18146;Orce;Granada;Andalucía
23065;Orcera;Jaén;Andalucía
15059;Ordes;A Coruña;Galicia
17115;Ordis;Girona;Cataluña/Catalunya
20076;Ordizia;Gipuzkoa;País Vasco/Euskadi
19204;Orea;Guadalajara;Castilla-La Mancha
40150;Orejana;Segovia;Castilla y León
06096;Orellana de la Sierra;Badajoz;Extremadura
06097;Orellana la Vieja;Badajoz;Extremadura
20905;Orendain;Gipuzkoa;País Vasco/Euskadi
50196;Orera;Zaragoza;Aragón
50197;Orés;Zaragoza;Aragón
20060;Orexa;Gipuzkoa;País Vasco/Euskadi
25155;Organyà;Lleida;Cataluña/Catalunya
45124;Orgaz;Toledo;Castilla-La Mancha
18147;Órgiva;Granada;Andalucía
04070;Oria;Almería;Andalucía
03099;Orihuela;Alacant/Alicante;Comunitat Valenciana
44174;Orihuela del Tremedal;Teruel;Aragón
20061;Orio;Gipuzkoa;País Vasco/Euskadi
08150;Orís;Barcelona;Cataluña/Catalunya
31197;Orísoain;Navarra;Comunidad Foral de Navarra
08151;Oristà;Barcelona;Cataluña/Catalunya
31906;Orkoien;Navarra;Comunidad Foral de Navarra
20062;Ormaiztegi;Gipuzkoa;País Vasco/Euskadi
31198;Oronz/Orontze;Navarra;Comunidad Foral de Navarra
45125;Oropesa;Toledo;Castilla-La Mancha
12085;Oropesa del Mar/Orpesa;Castelló/Castellón;Comunitat Valenciana
15060;Oroso;A Coruña;Galicia
31199;Oroz-Betelu/Orotz-Betelu;Navarra;Comunidad Foral de Navarra
48075;Orozko;Bizkaia;País Vasco/Euskadi
08152;Orpí;Barcelona;Cataluña/Catalunya
31211;Orreaga/Roncesvalles;Navarra;Comunidad Foral de Navarra
44175;Orrios;Teruel;Aragón
08153;Òrrius;Barcelona;Cataluña/Catalunya
26112;Ortigosa de Cameros;La Rioja;La Rioja
40151;Ortigosa de Pestaño;Segovia;Castilla y León
40901;Ortigosa del Monte;Segovia;Castilla y León
15061;Ortigueira;A Coruña;Galicia
48083;Ortuella;Bizkaia;País Vasco/Euskadi
28102;Orusco de Tajuña;Madrid;Comunidad de Madrid
03098;Orxeta;Alacant/Alicante;Comunitat Valenciana
32012;Os Blancos;Ourense;Galicia
25156;Os de Balaguer;Lleida;Cataluña/Catalunya
16145;Osa de la Vega;Cuenca;Castilla-La Mancha
50198;Oseja;Zaragoza;Aragón
24106;Oseja de Sajambre;León;Castilla y León
50199;Osera de Ebro;Zaragoza;Aragón
17116;Osor;Girona;Cataluña/Catalunya
34116;Osornillo;Palencia;Castilla y León
34901;Osorno la Mayor;Palencia;Castilla y León
02057;Ossa de Montiel;Albacete;Castilla-La Mancha
22167;Osso de Cinca;Huesca;Aragón
25157;Ossó de Sió;Lleida;Cataluña/Catalunya
41068;Osuna;Sevilla;Andalucía
31200;Oteiza;Navarra;Comunidad Foral de Navarra
45126;Otero;Toledo;Castilla-La Mancha
49139;Otero de Bodas;Zamora;Castilla y León
40152;Otero de Herreros;Segovia;Castilla y León
18148;Otívar;Granada;Andalucía
46185;Otos;València/Valencia;Comunitat Valenciana
48072;Otxandio;Bizkaia;País Vasco/Euskadi
32054;Ourense;Ourense;Galicia
27038;Ourol;Lugo;Galicia
27039;Outeiro de Rei;Lugo;Galicia
15062;Outes;A Coruña;Galicia
33044;Oviedo;Asturias;Principado de Asturias
01043;Oyón-Oion;Araba/Álava;País Vasco/Euskadi
15902;Oza-Cesuras;A Coruña;Galicia
08154;Pacs del Penedès;Barcelona;Cataluña/Catalunya
15064;Paderne;A Coruña;Galicia
32055;Paderne de Allariz;Ourense;Galicia
05176;Padiernos;Ávila;Castilla y León
09242;Padilla de Abajo;Burgos;Castilla y León
09243;Padilla de Arriba;Burgos;Castilla y León
32056;Padrenda;Ourense;Galicia
15065;Padrón;A Coruña;Galicia
09244;Padrones de Bureba;Burgos;Castilla y León
18150;Padul;Granada;Andalucía
04071;Padules;Almería;Andalucía
46186;Paiporta;València/Valencia;Comunitat Valenciana
35015;Pájara;Las Palmas;Canarias
40154;Pajarejos;Segovia;Castilla y León
05177;Pajares de Adaja;Ávila;Castilla y León
37225;Pajares de la Laguna;Salamanca;Castilla y León
49141;Pajares de la Lampreana;Zamora;Castilla y León
24107;Pajares de los Oteros;León;Castilla y León
16146;Pajarón;Cuenca;Castilla-La Mancha
16147;Pajaroncillo;Cuenca;Castilla-La Mancha
05178;Palacios de Goda;Ávila;Castilla y León
09246;Palacios de la Sierra;Burgos;Castilla y León
24108;Palacios de la Valduerna;León;Castilla y León
09247;Palacios de Riopisuerga;Burgos;Castilla y León
49143;Palacios de Sanabria;Zamora;Castilla y León
37226;Palacios del Arzobispo;Salamanca;Castilla y León
49142;Palacios del Pan;Zamora;Castilla y León
24109;Palacios del Sil;León;Castilla y León
37228;Palaciosrubios;Salamanca;Castilla y León
08155;Palafolls;Barcelona;Cataluña/Catalunya
17117;Palafrugell;Girona;Cataluña/Catalunya
17118;Palamós;Girona;Cataluña/Catalunya
12087;Palanques;Castelló/Castellón;Comunitat Valenciana
27040;Palas de Rei;Lugo;Galicia
17119;Palau de Santa Eulàlia;Girona;Cataluña/Catalunya
17121;Palau-sator;Girona;Cataluña/Catalunya
17120;Palau-saverdera;Girona;Cataluña/Catalunya
08156;Palau-solità i Plegamans;Barcelona;Cataluña/Catalunya
47109;Palazuelo de Vedija;Valladolid;Castilla y León
40155;Palazuelos de Eresma;Segovia;Castilla y León
09248;Palazuelos de la Sierra;Burgos;Castilla y León
09249;Palazuelos de Muñó;Burgos;Castilla y León
34120;Palencia;Palencia;Castilla y León
37229;Palencia de Negrilla;Salamanca;Castilla y León
14048;Palenciana;Córdoba;Andalucía
34121;Palenzuela;Palencia;Castilla y León
08157;Pallejà;Barcelona;Cataluña/Catalunya
07040;Palma;Illes Balears;Illes Balears
46187;Palma de Gandía;València/Valencia;Comunitat Valenciana
14049;Palma del Río;Córdoba;Andalucía
19208;Pálmaces de Jadraque;Guadalajara;Castilla-La Mancha
46188;Palmera;València/Valencia;Comunitat Valenciana
22168;Palo;Huesca;Aragón
17123;Palol de Revardit;Girona;Cataluña/Catalunya
