Código INE;Municipio;Provincia;Comunidad/ciudad autónoma
08246;Santa Eugènia de Berga;Barcelona;Cataluña/Catalunya
44209;Santa Eulalia;Teruel;Aragón
26136;Santa Eulalia Bajera;La Rioja;La Rioja
50238;Santa Eulalia de Gállego;Zaragoza;Aragón
33062;Santa Eulalia de Oscos;Asturias;Principado de Asturias
08247;Santa Eulàlia de Riuprimer;Barcelona;Cataluña/Catalunya
08248;Santa Eulàlia de Ronçana;Barcelona;Cataluña/Catalunya
07054;Santa Eulària des Riu;Illes Balears;Illes Balears
18175;Santa Fe;Granada;Andalucía
04081;Santa Fe de Mondújar;Almería;Andalucía
08249;Santa Fe del Penedès;Barcelona;Cataluña/Catalunya
09347;Santa Gadea del Cid;Burgos;Castilla y León
09348;Santa Inés;Burgos;Castilla y León
17182;Santa Llogaia d'Àlguema;Girona;Cataluña/Catalunya
35022;Santa Lucía de Tirajana;Las Palmas;Canarias
12102;Santa Magdalena de Pulpis;Castelló/Castellón;Comunitat Valenciana
07055;Santa Margalida;Illes Balears;Illes Balears
08250;Santa Margarida de Montbui;Barcelona;Cataluña/Catalunya
08251;Santa Margarida i els Monjos;Barcelona;Cataluña/Catalunya
08253;Santa Maria de Besora;Barcelona;Cataluña/Catalunya
39074;Santa María de Cayón;Cantabria;Cantabria
22906;Santa María de Dulcis;Huesca;Aragón
35023;Santa María de Guía de Gran Canaria;Las Palmas;Canarias
42167;Santa María de Huerta;Soria;Castilla y León
28135;Santa María de la Alameda;Madrid;Comunidad de Madrid
24155;Santa María de la Isla;León;Castilla y León
49203;Santa María de la Vega;Zamora;Castilla y León
42168;Santa María de las Hoyas;Soria;Castilla y León
05226;Santa María de los Caballeros;Ávila;Castilla y León
16196;Santa María de los Llanos;Cuenca;Castilla-La Mancha
08256;Santa Maria de Martorelles;Barcelona;Cataluña/Catalunya
08255;Santa Maria de Merlès;Barcelona;Cataluña/Catalunya
08257;Santa Maria de Miralles;Barcelona;Cataluña/Catalunya
24158;Santa María de Ordás;León;Castilla y León
08259;Santa Maria de Palautordera;Barcelona;Cataluña/Catalunya
37293;Santa María de Sando;Salamanca;Castilla y León
49204;Santa María de Valverde;Zamora;Castilla y León
05224;Santa María del Arroyo;Ávila;Castilla y León
05225;Santa María del Berrocal;Ávila;Castilla y León
07056;Santa María del Camí;Illes Balears;Illes Balears
09350;Santa María del Campo;Burgos;Castilla y León
16195;Santa María del Campo Rus;Cuenca;Castilla-La Mancha
05902;Santa María del Cubillo;Ávila;Castilla y León
09351;Santa María del Invierno;Burgos;Castilla y León
09352;Santa María del Mercadillo;Burgos;Castilla y León
24156;Santa María del Monte de Cea;León;Castilla y León
24157;Santa María del Páramo;León;Castilla y León
05227;Santa María del Tiétar;Ávila;Castilla y León
16197;Santa María del Val;Cuenca;Castilla-La Mancha
08258;Santa Maria d'Oló;Barcelona;Cataluña/Catalunya
40185;Santa María la Real de Nieva;Segovia;Castilla y León
09353;Santa María Rivarredonda;Burgos;Castilla y León
24159;Santa Marina del Rey;León;Castilla y León
06121;Santa Marta;Badajoz;Extremadura
10168;Santa Marta de Magasca;Cáceres;Extremadura
37294;Santa Marta de Tormes;Salamanca;Castilla y León
40186;Santa Marta del Cerro;Segovia;Castilla y León
45158;Santa Olalla;Toledo;Castilla-La Mancha
09354;Santa Olalla de Bureba;Burgos;Castilla y León
21069;Santa Olalla del Cala;Huelva;Andalucía
43140;Santa Oliva;Tarragona;Cataluña/Catalunya
17184;Santa Pau;Girona;Cataluña/Catalunya
08260;Santa Perpètua de Mogoda;Barcelona;Cataluña/Catalunya
03121;Santa Pola;Alacant/Alicante;Comunitat Valenciana
08261;Santa Susanna;Barcelona;Cataluña/Catalunya
38039;Santa Úrsula;Santa Cruz de Tenerife;Canarias
31220;Santacara;Navarra;Comunidad Foral de Navarra
14060;Santaella;Córdoba;Andalucía
22212;Santaliestra y San Quílez;Huesca;Aragón
39075;Santander;Cantabria;Cantabria
07057;Santanyí;Illes Balears;Illes Balears
24160;Santas Martas;León;Castilla y León
50239;Santed;Zaragoza;Aragón
47153;Santervás de Campos;Valladolid;Castilla y León
34169;Santervás de la Vega;Palencia;Castilla y León
10169;Santiago de Alcántara;Cáceres;Extremadura
23077;Santiago de Calatrava;Jaén;Andalucía
15078;Santiago de Compostela;A Coruña;Galicia
37296;Santiago de la Puebla;Salamanca;Castilla y León
10170;Santiago del Campo;Cáceres;Extremadura
05228;Santiago del Collado;Ávila;Castilla y León
38040;Santiago del Teide;Santa Cruz de Tenerife;Canarias
05904;Santiago del Tormes;Ávila;Castilla y León
24161;Santiago Millas;León;Castilla y León
23904;Santiago-Pontones;Jaén;Andalucía
37297;Santibáñez de Béjar;Salamanca;Castilla y León
34170;Santibáñez de Ecla;Palencia;Castilla y León
09355;Santibáñez de Esgueva;Burgos;Castilla y León
34171;Santibáñez de la Peña;Palencia;Castilla y León
37298;Santibáñez de la Sierra;Salamanca;Castilla y León
49205;Santibáñez de Tera;Zamora;Castilla y León
47154;Santibáñez de Valcorba;Valladolid;Castilla y León
49206;Santibáñez de Vidriales;Zamora;Castilla y León
09356;Santibáñez del Val;Burgos;Castilla y León
10171;Santibáñez el Alto;Cáceres;Extremadura
10172;Santibáñez el Bajo;Cáceres;Extremadura
39076;Santillana del Mar;Cantabria;Cantabria
41089;Santiponce;Sevilla;Andalucía
15079;Santiso;A Coruña;Galicia
23079;Santisteban del Puerto;Jaén;Andalucía
39077;Santiurde de Reinosa;Cantabria;Cantabria
39078;Santiurde de Toranzo;Cantabria;Cantabria
19250;Santiuste;Guadalajara;Castilla-La Mancha
40188;Santiuste de Pedraza;Segovia;Castilla y León
40189;Santiuste de San Juan Bautista;Segovia;Castilla y León
37299;Santiz;Salamanca;Castilla y León
33064;Santo Adriano;Asturias;Principado de Asturias
26138;Santo Domingo de la Calzada;La Rioja;La Rioja
05229;Santo Domingo de las Posadas;Ávila;Castilla y León
40190;Santo Domingo de Pirón;Segovia;Castilla y León
09358;Santo Domingo de Silos;Burgos;Castilla y León
45901;Santo Domingo-Caudilla;Toledo;Castilla-La Mancha
23080;Santo Tomé;Jaén;Andalucía
05230;Santo Tomé de Zabarcos;Ávila;Castilla y León
40191;Santo Tomé del Puerto;Segovia;Castilla y León
30901;Santomera;Murcia;Región de Murcia
39079;Santoña;Cantabria;Cantabria
28136;Santorcaz;Madrid;Comunidad de Madrid
49207;Santovenia;Zamora;Castilla y León
24162;Santovenia de la Valdoncina;León;Castilla y León
47155;Santovenia de Pisuerga;Valladolid;Castilla y León
34174;Santoyo;Palencia;Castilla y León
08192;Santpedor;Barcelona;Cataluña/Catalunya
26140;Santurde de Rioja;La Rioja;La Rioja
26141;Santurdejo;La Rioja;La Rioja
48082;Santurtzi;Bizkaia;País Vasco/Euskadi
36051;Sanxenxo;Pontevedra;Galicia
49210;Sanzoles;Zamora;Castilla y León
47157;Sardón de Duero;Valladolid;Castilla y León
37301;Sardón de los Frailes;Salamanca;Castilla y León
09361;Sargentes de la Lora;Burgos;Castilla y León
33065;Sariego;Asturias;Principado de Asturias
24163;Sariegos;León;Castilla y León
22213;Sariñena;Huesca;Aragón
39081;Saro;Cantabria;Cantabria
09362;Sarracín;Burgos;Castilla y León
43142;Sarral;Tarragona;Cataluña/Catalunya
32078;Sarreaus;Ourense;Galicia
27057;Sarria;Lugo;Galicia
17186;Sarrià de Ter;Girona;Cataluña/Catalunya
31222;Sarriés/Sartze;Navarra;Comunidad Foral de Navarra
44210;Sarrión;Teruel;Aragón
25201;Sarroca de Bellera;Lleida;Cataluña/Catalunya
25200;Sarroca de Lleida;Lleida;Cataluña/Catalunya
31223;Sartaguda;Navarra;Comunidad Foral de Navarra
45159;Sartajada;Toledo;Castilla-La Mancha
09363;Sasamón;Burgos;Castilla y León
50240;Sástago;Zaragoza;Aragón
19251;Saúca;Guadalajara;Castilla-La Mancha
10173;Saucedilla;Cáceres;Extremadura
37302;Saucelle;Salamanca;Castilla y León
40192;Sauquillo de Cabezas;Segovia;Castilla y León
17187;Saus, Camallera i Llampaies;Girona;Cataluña/Catalunya
43143;Savallà del Comtat;Tarragona;Cataluña/Catalunya
03123;Sax;Alacant/Alicante;Comunitat Valenciana
29086;Sayalonga;Málaga;Andalucía
19252;Sayatón;Guadalajara;Castilla-La Mancha
40193;Sebúlcor;Segovia;Castilla y León
22214;Secastilla;Huesca;Aragón
46223;Sedaví;València/Valencia;Comunitat Valenciana
29087;Sedella;Málaga;Andalucía
50242;Sediles;Zaragoza;Aragón
46224;Segart;València/Valencia;Comunitat Valenciana
12104;Segorbe;Castelló/Castellón;Comunitat Valenciana
40194;Segovia;Segovia;Castilla y León
20070;Segura;Gipuzkoa;País Vasco/Euskadi
23081;Segura de la Sierra;Jaén;Andalucía
06124;Segura de León;Badajoz;Extremadura
44211;Segura de los Baños;Teruel;Aragón
10174;Segura de Toro;Cáceres;Extremadura
45160;Segurilla;Toledo;Castilla-La Mancha
22215;Seira;Huesca;Aragón
19254;Selas;Guadalajara;Castilla-La Mancha
39082;Selaya;Cantabria;Cantabria
03124;Sella;Alacant/Alicante;Comunitat Valenciana
46225;Sellent;València/Valencia;Comunitat Valenciana
07058;Selva;Illes Balears;Illes Balears
19901;Semillas;Guadalajara;Castilla-La Mancha
46226;Sempere;València/Valencia;Comunitat Valenciana
22217;Sena;Huesca;Aragón
24164;Sena de Luna;León;Castilla y León
43146;Senan;Tarragona;Cataluña/Catalunya
07047;Sencelles;Illes Balears;Illes Balears
04082;Senés;Almería;Andalucía
22218;Senés de Alcubierre;Huesca;Aragón
03125;Senija;Alacant/Alicante;Comunitat Valenciana
44212;Seno;Teruel;Aragón
25202;Senterada;Lleida;Cataluña/Catalunya
08267;Sentmenat;Barcelona;Cataluña/Catalunya
46227;Senyera;València/Valencia;Comunitat Valenciana
37304;Sepulcro-Hilario;Salamanca;Castilla y León
40195;Sepúlveda;Segovia;Castilla y León
40196;Sequera de Fresno;Segovia;Castilla y León
37305;Sequeros;Salamanca;Castilla y León
17190;Serinyà;Girona;Cataluña/Catalunya
04083;Serón;Almería;Andalucía
42171;Serón de Nágima;Soria;Castilla y León
25204;Seròs;Lleida;Cataluña/Catalunya
46228;Serra;València/Valencia;Comunitat Valenciana
17191;Serra de Daró;Girona;Cataluña/Catalunya
47159;Serrada;Valladolid;Castilla y León
10175;Serradilla;Cáceres;Extremadura
37306;Serradilla del Arroyo;Salamanca;Castilla y León
37307;Serradilla del Llano;Salamanca;Castilla y León
05233;Serranillos;Ávila;Castilla y León
28140;Serranillos del Valle;Madrid;Comunidad de Madrid
29904;Serrato;Málaga;Andalucía
10176;Serrejón;Cáceres;Extremadura
07059;Ses Salines;Illes Balears;Illes Balears
22220;Sesa;Huesca;Aragón
45161;Seseña;Toledo;Castilla-La Mancha
31224;Sesma;Navarra;Comunidad Foral de Navarra
48084;Sestao;Bizkaia;País Vasco/Euskadi
50243;Sestrica;Zaragoza;Aragón
22221;Sesué;Huesca;Aragón
17192;Setcases;Girona;Cataluña/Catalunya
11034;Setenil de las Bodegas;Cádiz;Andalucía
19255;Setiles;Guadalajara;Castilla-La Mancha
08269;Seva;Barcelona;Cataluña/Catalunya
41091;Sevilla;Sevilla;Andalucía
28141;Sevilla la Nueva;Madrid;Comunidad de Madrid
45162;Sevilleja de la Jara;Toledo;Castilla-La Mancha
25205;Sidamon;Lleida;Cataluña/Catalunya
19256;Sienes;Guadalajara;Castilla-La Mancha
33066;Siero;Asturias;Principado de Asturias
10177;Sierra de Fuentes;Cáceres;Extremadura
50244;Sierra de Luna;Zaragoza;Aragón
29088;Sierra de Yeguas;Málaga;Andalucía
12105;Sierra Engarcerán;Castelló/Castellón;Comunitat Valenciana
04084;Sierro;Almería;Andalucía
22222;Siétamo;Huesca;Aragón
46229;Siete Aguas;València/Valencia;Comunitat Valenciana
47160;Siete Iglesias de Trabancos;Valladolid;Castilla y León
37310;Sieteiglesias de Tormes;Salamanca;Castilla y León
05234;Sigeres;Ávila;Castilla y León
19257;Sigüenza;Guadalajara;Castilla-La Mancha
50245;Sigüés;Zaragoza;Aragón
23082;Siles;Jaén;Andalucía
46230;Silla;València/Valencia;Comunitat Valenciana
36052;Silleda;Pontevedra;Galicia
17193;Sils;Girona;Cataluña/Catalunya
47161;Simancas;Valladolid;Castilla y León
46231;Simat de la Valldigna;València/Valencia;Comunitat Valenciana
46232;Sinarcas;València/Valencia;Comunitat Valenciana
07060;Sineu;Illes Balears;Illes Balears
44213;Singra;Teruel;Aragón
05235;Sinlabajos;Ávila;Castilla y León
06125;Siruela;Badajoz;Extremadura
50246;Sisamón;Zaragoza;Aragón
16198;Sisante;Cuenca;Castilla-La Mancha
08270;Sitges;Barcelona;Cataluña/Catalunya
17052;Siurana;Girona;Cataluña/Catalunya
39083;Soba;Cantabria;Cantabria
27059;Sober;Lugo;Galicia
50247;Sobradiel;Zaragoza;Aragón
37311;Sobradillo;Salamanca;Castilla y León
15080;Sobrado;A Coruña;Galicia
24165;Sobrado;León;Castilla y León
08271;Sobremunt;Barcelona;Cataluña/Catalunya
33067;Sobrescobio;Asturias;Principado de Asturias
02072;Socovos;Albacete;Castilla-La Mancha
13078;Socuéllamos;Ciudad Real;Castilla-La Mancha
26143;Sojuela;La Rioja;La Rioja
05236;Solana de Ávila;Ávila;Castilla y León
06126;Solana de los Barros;Badajoz;Extremadura
05237;Solana de Rioalmar;Ávila;Castilla y León
13080;Solana del Pino;Ciudad Real;Castilla-La Mancha
19258;Solanillos del Extremo;Guadalajara;Castilla-La Mancha
09366;Solarana;Burgos;Castilla y León
16199;Solera de Gabaldón;Cuenca;Castilla-La Mancha
42172;Soliedra;Soria;Castilla y León
43147;Solivella;Tarragona;Cataluña/Catalunya
46233;Sollana;València/Valencia;Comunitat Valenciana
07061;Sóller;Illes Balears;Illes Balears
39084;Solórzano;Cantabria;Cantabria
05238;Solosancho;Ávila;Castilla y León
25207;Solsona;Lleida;Cataluña/Catalunya
33068;Somiedo;Asturias;Principado de Asturias
19259;Somolinos;Guadalajara;Castilla-La Mancha
04085;Somontín;Almería;Andalucía
28143;Somosierra;Madrid;Comunidad de Madrid
07062;Son Servera;Illes Balears;Illes Balears
48904;Sondika;Bizkaia;País Vasco/Euskadi
12106;Soneja;Castelló/Castellón;Comunitat Valenciana
45163;Sonseca;Toledo;Castilla-La Mancha
22223;Sopeira;Huesca;Aragón
48085;Sopela;Bizkaia;País Vasco/Euskadi
18176;Soportújar;Granada;Andalucía
48086;Sopuerta;Bizkaia;País Vasco/Euskadi
08272;Sora;Barcelona;Cataluña/Catalunya
20065;Soraluze-Placencia de las Armas;Gipuzkoa;País Vasco/Euskadi
04086;Sorbas;Almería;Andalucía
09368;Sordillos;Burgos;Castilla y León
42173;Soria;Soria;Castilla y León
25208;Soriguera;Lleida;Cataluña/Catalunya
37312;Sorihuela;Salamanca;Castilla y León
23084;Sorihuela del Guadalimar;Jaén;Andalucía
31225;Sorlada;Navarra;Comunidad Foral de Navarra
25209;Sort;Lleida;Cataluña/Catalunya
18177;Sorvilán;Granada;Andalucía
26144;Sorzano;La Rioja;La Rioja
50248;Sos del Rey Católico;Zaragoza;Aragón
25210;Soses;Lleida;Cataluña/Catalunya
46234;Sot de Chera;València/Valencia;Comunitat Valenciana
12107;Sot de Ferrer;Castelló/Castellón;Comunitat Valenciana
05239;Sotalbo;Ávila;Castilla y León
26145;Sotés;La Rioja;La Rioja
40198;Sotillo;Segovia;Castilla y León
05240;Sotillo de la Adrada;Ávila;Castilla y León
09369;Sotillo de la Ribera;Burgos;Castilla y León
45164;Sotillo de las Palomas;Toledo;Castilla-La Mancha
42174;Sotillo del Rincón;Soria;Castilla y León
34177;Soto de Cerrato;Palencia;Castilla y León
24166;Soto de la Vega;León;Castilla y León
33069;Soto del Barco;Asturias;Principado de Asturias
28144;Soto del Real;Madrid;Comunidad de Madrid
26146;Soto en Cameros;La Rioja;La Rioja
24167;Soto y Amío;León;Castilla y León
34176;Sotobañado y Priorato;Palencia;Castilla y León
19261;Sotodosos;Guadalajara;Castilla-La Mancha
16909;Sotorribas;Cuenca;Castilla-La Mancha
40199;Sotosalbos;Segovia;Castilla y León
37313;Sotoserrano;Salamanca;Castilla y León
09372;Sotragero;Burgos;Castilla y León
09373;Sotresgudo;Burgos;Castilla y León
36053;Soutomaior;Pontevedra;Galicia
39085;Suances;Cantabria;Cantabria
08273;Subirats;Barcelona;Cataluña/Catalunya
25211;Sudanell;Lleida;Cataluña/Catalunya
46235;Sueca;València/Valencia;Comunitat Valenciana
42175;Suellacabras;Soria;Castilla y León
12108;Sueras/Suera;Castelló/Castellón;Comunitat Valenciana
04087;Suflí;Almería;Andalucía
48076;Sukarrieta;Bizkaia;País Vasco/Euskadi
46236;Sumacàrcer;València/Valencia;Comunitat Valenciana
31226;Sunbilla;Navarra;Comunidad Foral de Navarra
25212;Sunyer;Lleida;Cataluña/Catalunya
08274;Súria;Barcelona;Cataluña/Catalunya
09374;Susinos del Páramo;Burgos;Castilla y León
17194;Susqueda;Girona;Cataluña/Catalunya
34178;Tabanera de Cerrato;Palencia;Castilla y León
34179;Tabanera de Valdavia;Palencia;Castilla y León
40200;Tabanera la Luenga;Segovia;Castilla y León
49214;Tábara;Zamora;Castilla y León
37314;Tabera de Abajo;Salamanca;Castilla y León
04088;Tabernas;Almería;Andalucía
04089;Taberno;Almería;Andalucía
27060;Taboada;Lugo;Galicia
32079;Taboadela;Ourense;Galicia
50249;Tabuenca;Zaragoza;Aragón
38043;Tacoronte;Santa Cruz de Tenerife;Canarias
31227;Tafalla;Navarra;Comunidad Foral de Navarra
08276;Tagamanent;Barcelona;Cataluña/Catalunya
04090;Tahal;Almería;Andalucía
42176;Tajahuerce;Soria;Castilla y León
42177;Tajueco;Soria;Castilla y León
08277;Talamanca;Barcelona;Cataluña/Catalunya
28145;Talamanca de Jarama;Madrid;Comunidad de Madrid
50250;Talamantes;Zaragoza;Aragón
25215;Talarn;Lleida;Cataluña/Catalunya
06127;Talarrubias;Badajoz;Extremadura
10178;Talaván;Cáceres;Extremadura
25216;Talavera;Lleida;Cataluña/Catalunya
45165;Talavera de la Reina;Toledo;Castilla-La Mancha
06128;Talavera la Real;Badajoz;Extremadura
10179;Talaveruela de la Vera;Cáceres;Extremadura
10180;Talayuela;Cáceres;Extremadura
16202;Talayuelas;Cuenca;Castilla-La Mancha
12109;Tales;Castelló/Castellón;Comunitat Valenciana
06129;Táliga;Badajoz;Extremadura
42178;Talveila;Soria;Castilla y León
19262;Tamajón;Guadalajara;Castilla-La Mancha
37316;Tamames;Salamanca;Castilla y León
34180;Támara de Campos;Palencia;Castilla y León
22225;Tamarite de Litera;Huesca;Aragón
47162;Tamariz de Campos;Valladolid;Castilla y León
09375;Tamarón;Burgos;Castilla y León
06130;Tamurejo;Badajoz;Extremadura
33070;Tapia de Casariego;Asturias;Principado de Asturias
49216;Tapioles;Zamora;Castilla y León
08278;Taradell;Barcelona;Cataluña/Catalunya
19263;Taragudo;Guadalajara;Castilla-La Mancha
33071;Taramundi;Asturias;Principado de Asturias
16203;Tarancón;Cuenca;Castilla-La Mancha
19264;Taravilla;Guadalajara;Castilla-La Mancha
50251;Tarazona;Zaragoza;Aragón
37317;Tarazona de Guareña;Salamanca;Castilla y León
02073;Tarazona de la Mancha;Albacete;Castilla-La Mancha
03127;Tàrbena;Alacant/Alicante;Comunitat Valenciana
37318;Tardáguila;Salamanca;Castilla y León
09377;Tardajos;Burgos;Castilla y León
42181;Tardelcuende;Soria;Castilla y León
22226;Tardienta;Huesca;Aragón
34181;Tariego de Cerrato;Palencia;Castilla y León
11035;Tarifa;Cádiz;Andalucía
42182;Taroda;Soria;Castilla y León
43148;Tarragona;Tarragona;Cataluña/Catalunya
25217;Tàrrega;Lleida;Cataluña/Catalunya
25218;Tarrés;Lleida;Cataluña/Catalunya
25219;Tarroja de Segarra;Lleida;Cataluña/Catalunya
19265;Tartanedo;Guadalajara;Castilla-La Mancha
50252;Tauste;Zaragoza;Aragón
46237;Tavernes Blanques;València/Valencia;Comunitat Valenciana
46238;Tavernes de la Valldigna;València/Valencia;Comunitat Valenciana
08275;Tavèrnoles;Barcelona;Cataluña/Catalunya
08280;Tavertet;Barcelona;Cataluña/Catalunya
38045;Tazacorte;Santa Cruz de Tenerife;Canarias
29089;Teba;Málaga;Andalucía
16204;Tébar;Cuenca;Castilla-La Mancha
38046;Tegueste;Santa Cruz de Tenerife;Canarias
35024;Teguise;Las Palmas;Canarias
08281;Teià;Barcelona;Cataluña/Catalunya
09378;Tejada;Burgos;Castilla y León
16205;Tejadillos;Cuenca;Castilla-La Mancha
42183;Tejado;Soria;Castilla y León
35025;Tejeda;Las Palmas;Canarias
10181;Tejeda de Tiétar;Cáceres;Extremadura
37320;Tejeda y Segoyuela;Salamanca;Castilla y León
35026;Telde;Las Palmas;Canarias
22227;Tella-Sin;Huesca;Aragón
45166;Tembleque;Toledo;Castilla-La Mancha
19266;Tendilla;Guadalajara;Castilla-La Mancha
37321;Tenebrón;Salamanca;Castilla y León
15082;Teo;A Coruña;Galicia
12110;Teresa;Castelló/Castellón;Comunitat Valenciana
46239;Teresa de Cofrentes;València/Valencia;Comunitat Valenciana
25220;Térmens;Lleida;Cataluña/Catalunya
35027;Teror;Las Palmas;Canarias
04091;Terque;Almería;Andalucía
17196;Terrades;Girona;Cataluña/Catalunya
37322;Terradillos;Salamanca;Castilla y León
09380;Terradillos de Esgueva;Burgos;Castilla y León
08279;Terrassa;Barcelona;Cataluña/Catalunya
46240;Terrateig;València/Valencia;Comunitat Valenciana
50253;Terrer;Zaragoza;Aragón
44215;Terriente;Teruel;Aragón
13081;Terrinches;Ciudad Real;Castilla-La Mancha
26147;Terroba;La Rioja;La Rioja
44216;Teruel;Teruel;Aragón
19267;Terzaga;Guadalajara;Castilla-La Mancha
03128;Teulada;Alacant/Alicante;Comunitat Valenciana
33072;Teverga;Asturias;Principado de Asturias
08282;Tiana;Barcelona;Cataluña/Catalunya
35028;Tías;Las Palmas;Canarias
03129;Tibi;Alacant/Alicante;Comunitat Valenciana
31228;Tiebas-Muruarte de Reta;Navarra;Comunidad Foral de Navarra
47163;Tiedra;Valladolid;Castilla y León
28146;Tielmes;Madrid;Comunidad de Madrid
50254;Tierga;Zaragoza;Aragón
22228;Tierz;Huesca;Aragón
19268;Tierzo;Guadalajara;Castilla-La Mancha
10904;Tiétar;Cáceres;Extremadura
38047;Tijarafe;Santa Cruz de Tenerife;Canarias
04092;Tíjola;Almería;Andalucía
16206;Tinajas;Cuenca;Castilla-La Mancha
35029;Tinajo;Las Palmas;Canarias
33073;Tineo;Asturias;Principado de Asturias
09381;Tinieblas de la Sierra;Burgos;Castilla y León
05242;Tiñosillos;Ávila;Castilla y León
31229;Tirapu;Navarra;Comunidad Foral de Navarra
26148;Tirgo;La Rioja;La Rioja
12111;Tírig;Castelló/Castellón;Comunitat Valenciana
25221;Tírvia;Lleida;Cataluña/Catalunya
46241;Titaguas;València/Valencia;Comunitat Valenciana
28147;Titulcia;Madrid;Comunidad de Madrid
25222;Tiurana;Lleida;Cataluña/Catalunya
43149;Tivenys;Tarragona;Cataluña/Catalunya
43150;Tivissa;Tarragona;Cataluña/Catalunya
09382;Tobar;Burgos;Castilla y León
02074;Tobarra;Albacete;Castilla-La Mancha
50255;Tobed;Zaragoza;Aragón
26149;Tobía;La Rioja;La Rioja
41092;Tocina;Sevilla;Andalucía
12112;Todolella;Castelló/Castellón;Comunitat Valenciana
32081;Toén;Ourense;Galicia
12113;Toga;Castelló/Castellón;Comunitat Valenciana
05243;Tolbaños;Ávila;Castilla y León
45168;Toledo;Toledo;Castilla-La Mancha
03130;Tollos;Alacant/Alicante;Comunitat Valenciana
40201;Tolocirio;Segovia;Castilla y León
20071;Tolosa;Gipuzkoa;País Vasco/Euskadi
29090;Tolox;Málaga;Andalucía
22229;Tolva;Huesca;Aragón
41093;Tomares;Sevilla;Andalucía
13082;Tomelloso;Ciudad Real;Castilla-La Mancha
36054;Tomiño;Pontevedra;Galicia
08283;Tona;Barcelona;Cataluña/Catalunya
37323;Topas;Salamanca;Castilla y León
15083;Toques;A Coruña;Galicia
25223;Torà;Lleida;Cataluña/Catalunya
24168;Toral de los Guzmanes;León;Castilla y León
24206;Toral de los Vados;León;Castilla y León
12114;Torás;Castelló/Castellón;Comunitat Valenciana
47164;Tordehumos;Valladolid;Castilla y León
19271;Tordellego;Guadalajara;Castilla-La Mancha
19270;Tordelrábano;Guadalajara;Castilla-La Mancha
08284;Tordera;Barcelona;Cataluña/Catalunya
47165;Tordesillas;Valladolid;Castilla y León
19272;Tordesilos;Guadalajara;Castilla-La Mancha
37324;Tordillos;Salamanca;Castilla y León
15084;Tordoia;A Coruña;Galicia
09384;Tordómar;Burgos;Castilla y León
08285;Torelló;Barcelona;Cataluña/Catalunya
24169;Toreno;León;Castilla y León
19274;Torija;Guadalajara;Castilla-La Mancha
10182;Toril;Cáceres;Extremadura
44217;Toril y Masegoso;Teruel;Aragón
22230;Torla-Ordesa;Huesca;Aragón
42184;Torlengua;Soria;Castilla y León
26150;Tormantos;La Rioja;La Rioja
05244;Tormellas;Ávila;Castilla y León
44218;Tormón;Teruel;Aragón
03131;Tormos;Alacant/Alicante;Comunitat Valenciana
25225;Tornabous;Lleida;Cataluña/Catalunya
05245;Tornadizos de Ávila;Ávila;Castilla y León
10183;Tornavacas;Cáceres;Extremadura
44219;Tornos;Teruel;Aragón
49219;Toro;Zamora;Castilla y León
34182;Torquemada;Palencia;Castilla y León
16209;Torralba;Cuenca;Castilla-La Mancha
22232;Torralba de Aragón;Huesca;Aragón
13083;Torralba de Calatrava;Ciudad Real;Castilla-La Mancha
50256;Torralba de los Frailes;Zaragoza;Aragón
44220;Torralba de los Sisones;Teruel;Aragón
45169;Torralba de Oropesa;Toledo;Castilla-La Mancha
50257;Torralba de Ribota;Zaragoza;Aragón
12116;Torralba del Pinar;Castelló/Castellón;Comunitat Valenciana
31230;Torralba del Río;Navarra;Comunidad Foral de Navarra
50258;Torralbilla;Zaragoza;Aragón
11036;Torre Alháquime;Cádiz;Andalucía
44223;Torre de Arcas;Teruel;Aragón
10187;Torre de Don Miguel;Cáceres;Extremadura
47169;Torre de Esgueva;Valladolid;Castilla y León
13084;Torre de Juan Abad;Ciudad Real;Castilla-La Mancha
44224;Torre de las Arcas;Teruel;Aragón
06131;Torre de Miguel Sesmero;Badajoz;Extremadura
47170;Torre de Peñafiel;Valladolid;Castilla y León
10188;Torre de Santa María;Cáceres;Extremadura
24170;Torre del Bierzo;León;Castilla y León
19279;Torre del Burgo;Guadalajara;Castilla-La Mancha
44225;Torre del Compte;Teruel;Aragón
26153;Torre en Cameros;La Rioja;La Rioja
22233;Torre la Ribera;Huesca;Aragón
44227;Torre los Negros;Teruel;Aragón
40206;Torre Val de San Pedro;Segovia;Castilla y León
40202;Torreadrada;Segovia;Castilla y León
46242;Torrebaja;València/Valencia;Comunitat Valenciana
25226;Torrebesses;Lleida;Cataluña/Catalunya
42185;Torreblacos;Soria;Castilla y León
12117;Torreblanca;Castelló/Castellón;Comunitat Valenciana
23085;Torreblascopedro;Jaén;Andalucía
40203;Torrecaballeros;Segovia;Castilla y León
14062;Torrecampo;Córdoba;Andalucía
18178;Torre-Cardela;Granada;Andalucía
12118;Torrechiva;Castelló/Castellón;Comunitat Valenciana
44221;Torrecilla de Alcañiz;Teruel;Aragón
47166;Torrecilla de la Abadesa;Valladolid;Castilla y León
45170;Torrecilla de la Jara;Toledo;Castilla-La Mancha
47167;Torrecilla de la Orden;Valladolid;Castilla y León
47168;Torrecilla de la Torre;Valladolid;Castilla y León
10185;Torrecilla de los Ángeles;Cáceres;Extremadura
